Mean Absolute Error,Root Mean Squared Error,Relative Absolute Error,Relative Squared Error,Coefficient of Determination
0.369406747325358,0.509209009308176,0.415829040601941,0.232304428397025,0.767695571602975
0.365632481062328,0.469756059664434,0.411580473052769,0.197701567659294,0.802298432340706
